,country,year,sex,age,suicides_no,population
180,Albania,2000,female,15-24 years,6.0,263900.0
181,Albania,2000,female,25-34 years,3.0,245800.0
182,Albania,2000,female,35-54 years,5.0,332200.0
183,Albania,2000,female,5-14 years,0.0,324700.0
184,Albania,2000,female,55-74 years,0.0,168000.0
185,Albania,2000,female,75+ years,2.0,37800.0
186,Albania,2000,male,15-24 years,5.0,240000.0
187,Albania,2000,male,25-34 years,17.0,232000.0
188,Albania,2000,male,35-54 years,4.0,374700.0
189,Albania,2000,male,5-14 years,1.0,374900.0
190,Albania,2000,male,55-74 years,10.0,177400.0
191,Albania,2000,male,75+ years,1.0,24900.0
192,Albania,2001,female,15-24 years,9.0,271359.0
193,Albania,2001,female,25-34 years,4.0,222771.0
194,Albania,2001,female,35-54 years,12.0,370191.0
195,Albania,2001,female,5-14 years,2.0,307356.0
196,Albania,2001,female,55-74 years,6.0,189799.0
197,Albania,2001,female,75+ years,2.0,47254.0
198,Albania,2001,male,15-24 years,10.0,256039.0
199,Albania,2001,male,25-34 years,22.0,206484.0
200,Albania,2001,male,35-54 years,34.0,378826.0
201,Albania,2001,male,5-14 years,6.0,321556.0
202,Albania,2001,male,55-74 years,11.0,196670.0
203,Albania,2001,male,75+ years,1.0,31044.0
204,Albania,2002,female,15-24 years,14.0,275970.0
205,Albania,2002,female,25-34 years,7.0,223685.0
206,Albania,2002,female,35-54 years,15.0,375113.0
207,Albania,2002,female,5-14 years,1.0,304850.0
208,Albania,2002,female,55-74 years,4.0,191712.0
209,Albania,2002,female,75+ years,1.0,47407.0
210,Albania,2002,male,15-24 years,15.0,263067.0
211,Albania,2002,male,25-34 years,23.0,206286.0
212,Albania,2002,male,35-54 years,35.0,382139.0
213,Albania,2002,male,5-14 years,1.0,319473.0
214,Albania,2002,male,55-74 years,13.0,198130.0
215,Albania,2002,male,75+ years,4.0,31007.0
216,Albania,2003,female,15-24 years,14.0,283709.0
217,Albania,2003,female,25-34 years,9.0,222941.0
218,Albania,2003,female,35-54 years,13.0,381760.0
219,Albania,2003,female,5-14 years,0.0,298477.0
220,Albania,2003,female,55-74 years,9.0,195699.0
221,Albania,2003,female,75+ years,6.0,49088.0
222,Albania,2003,male,15-24 years,15.0,273235.0
223,Albania,2003,male,25-34 years,9.0,205433.0
224,Albania,2003,male,35-54 years,28.0,386196.0
225,Albania,2003,male,5-14 years,4.0,313204.0
226,Albania,2003,male,55-74 years,16.0,201520.0
227,Albania,2003,male,75+ years,1.0,32667.0
228,Albania,2004,female,15-24 years,20.0,292268.0
229,Albania,2004,female,25-34 years,11.0,222389.0
230,Albania,2004,female,35-54 years,17.0,391436.0
231,Albania,2004,female,5-14 years,3.0,286705.0
232,Albania,2004,female,55-74 years,3.0,203841.0
233,Albania,2004,female,75+ years,3.0,50970.0
234,Albania,2004,male,15-24 years,19.0,286768.0
235,Albania,2004,male,25-34 years,16.0,203938.0
236,Albania,2004,male,35-54 years,39.0,391767.0
237,Albania,2004,male,5-14 years,1.0,302181.0
238,Albania,2004,male,55-74 years,10.0,207202.0
239,Albania,2004,male,75+ years,4.0,35526.0
240,Albania,2005,female,15-24 years,0.0,281922.0
241,Albania,2005,female,25-34 years,0.0,190745.0
242,Albania,2005,female,35-54 years,0.0,386513.0
243,Albania,2005,female,5-14 years,0.0,276559.0
244,Albania,2005,female,55-74 years,0.0,210998.0
245,Albania,2005,female,75+ years,0.0,53191.0
246,Albania,2005,male,15-24 years,0.0,281675.0
247,Albania,2005,male,25-34 years,0.0,177519.0
248,Albania,2005,male,35-54 years,0.0,380242.0
249,Albania,2005,male,5-14 years,0.0,291367.0
250,Albania,2005,male,55-74 years,0.0,214118.0
251,Albania,2005,male,75+ years,0.0,38471.0
252,Albania,2006,female,15-24 years,0.0,283138.0
253,Albania,2006,female,25-34 years,0.0,186391.0
254,Albania,2006,female,35-54 years,0.0,388746.0
255,Albania,2006,female,5-14 years,0.0,267316.0
256,Albania,2006,female,55-74 years,0.0,215907.0
257,Albania,2006,female,75+ years,0.0,56011.0
258,Albania,2006,male,15-24 years,0.0,286679.0
259,Albania,2006,male,25-34 years,0.0,174092.0
260,Albania,2006,male,35-54 years,0.0,379076.0
261,Albania,2006,male,5-14 years,0.0,282678.0
262,Albania,2006,male,55-74 years,0.0,219360.0
263,Albania,2006,male,75+ years,0.0,40782.0
264,Albania,2007,female,15-24 years,13.0,281080.0
265,Albania,2007,female,25-34 years,8.0,183629.0
266,Albania,2007,female,35-54 years,14.0,391811.0
267,Albania,2007,female,5-14 years,0.0,256808.0
268,Albania,2007,female,55-74 years,9.0,221120.0
269,Albania,2007,female,75+ years,3.0,57404.0
270,Albania,2007,male,15-24 years,13.0,288349.0
271,Albania,2007,male,25-34 years,9.0,172494.0
272,Albania,2007,male,35-54 years,29.0,378626.0
273,Albania,2007,male,5-14 years,4.0,272497.0
274,Albania,2007,male,55-74 years,14.0,224160.0
275,Albania,2007,male,75+ years,8.0,42366.0
276,Albania,2008,female,15-24 years,20.0,276073.0
277,Albania,2008,female,25-34 years,9.0,182663.0
278,Albania,2008,female,35-54 years,19.0,393832.0
279,Albania,2008,female,5-14 years,1.0,246288.0
280,Albania,2008,female,55-74 years,7.0,226448.0
281,Albania,2008,female,75+ years,5.0,59369.0
282,Albania,2008,male,15-24 years,11.0,286702.0
283,Albania,2008,male,25-34 years,21.0,172855.0
284,Albania,2008,male,35-54 years,37.0,377119.0
285,Albania,2008,male,5-14 years,7.0,262464.0
286,Albania,2008,male,55-74 years,21.0,228672.0
287,Albania,2008,male,75+ years,2.0,44574.0
288,Albania,2009,female,15-24 years,0.0,270003.0
289,Albania,2009,female,25-34 years,0.0,182712.0
290,Albania,2009,female,35-54 years,0.0,394286.0
291,Albania,2009,female,5-14 years,0.0,236174.0
292,Albania,2009,female,55-74 years,0.0,233302.0
293,Albania,2009,female,75+ years,0.0,61582.0
294,Albania,2009,male,15-24 years,0.0,283448.0
295,Albania,2009,male,25-34 years,0.0,174955.0
296,Albania,2009,male,35-54 years,0.0,374365.0
297,Albania,2009,male,5-14 years,0.0,253007.0
298,Albania,2009,male,55-74 years,0.0,234570.0
299,Albania,2009,male,75+ years,0.0,47331.0
300,Albania,2010,female,15-24 years,6.0,263581.0
301,Albania,2010,female,25-34 years,6.0,183579.0
302,Albania,2010,female,35-54 years,12.0,394593.0
303,Albania,2010,female,5-14 years,2.0,223969.0
304,Albania,2010,female,55-74 years,7.0,241491.0
305,Albania,2010,female,75+ years,2.0,64415.0
306,Albania,2010,male,15-24 years,10.0,279508.0
307,Albania,2010,male,25-34 years,9.0,179720.0
308,Albania,2010,male,35-54 years,20.0,371611.0
309,Albania,2010,male,5-14 years,0.0,240939.0
310,Albania,2010,male,55-74 years,20.0,241852.0
311,Albania,2010,male,75+ years,2.0,50767.0
888,Antigua and Barbuda,2000,female,15-24 years,0.0,6616.0
889,Antigua and Barbuda,2000,female,25-34 years,0.0,8595.0
890,Antigua and Barbuda,2000,female,35-54 years,0.0,11040.0
891,Antigua and Barbuda,2000,female,5-14 years,0.0,8439.0
892,Antigua and Barbuda,2000,female,55-74 years,0.0,3986.0
893,Antigua and Barbuda,2000,female,75+ years,0.0,1413.0
894,Antigua and Barbuda,2000,male,15-24 years,0.0,5783.0
895,Antigua and Barbuda,2000,male,25-34 years,0.0,7177.0
896,Antigua and Barbuda,2000,male,35-54 years,1.0,10033.0
897,Antigua and Barbuda,2000,male,5-14 years,0.0,7973.0
898,Antigua and Barbuda,2000,male,55-74 years,1.0,3333.0
899,Antigua and Barbuda,2000,male,75+ years,0.0,938.0
900,Antigua and Barbuda,2001,female,15-24 years,0.0,6902.0
901,Antigua and Barbuda,2001,female,25-34 years,0.0,8425.0
902,Antigua and Barbuda,2001,female,35-54 years,0.0,11402.0
903,Antigua and Barbuda,2001,female,5-14 years,0.0,8428.0
904,Antigua and Barbuda,2001,female,55-74 years,0.0,4037.0
905,Antigua and Barbuda,2001,female,75+ years,0.0,1487.0
906,Antigua and Barbuda,2001,male,15-24 years,0.0,6084.0
907,Antigua and Barbuda,2001,male,25-34 years,0.0,7071.0
908,Antigua and Barbuda,2001,male,35-54 years,2.0,10281.0
909,Antigua and Barbuda,2001,male,5-14 years,0.0,7958.0
910,Antigua and Barbuda,2001,male,55-74 years,0.0,3442.0
911,Antigua and Barbuda,2001,male,75+ years,0.0,980.0
912,Antigua and Barbuda,2002,female,15-24 years,0.0,7196.0
913,Antigua and Barbuda,2002,female,25-34 years,0.0,8155.0
914,Antigua and Barbuda,2002,female,35-54 years,0.0,11760.0
915,Antigua and Barbuda,2002,female,5-14 years,0.0,8408.0
916,Antigua and Barbuda,2002,female,55-74 years,0.0,4050.0
917,Antigua and Barbuda,2002,female,75+ years,0.0,1547.0
918,Antigua and Barbuda,2002,male,15-24 years,0.0,6416.0
919,Antigua and Barbuda,2002,male,25-34 years,0.0,6921.0
920,Antigua and Barbuda,2002,male,35-54 years,0.0,10604.0
921,Antigua and Barbuda,2002,male,5-14 years,0.0,7980.0
922,Antigua and Barbuda,2002,male,55-74 years,0.0,3527.0
923,Antigua and Barbuda,2002,male,75+ years,0.0,1024.0
924,Antigua and Barbuda,2003,female,15-24 years,0.0,7454.0
925,Antigua and Barbuda,2003,female,25-34 years,0.0,7831.0
926,Antigua and Barbuda,2003,female,35-54 years,0.0,12129.0
927,Antigua and Barbuda,2003,female,5-14 years,0.0,8423.0
928,Antigua and Barbuda,2003,female,55-74 years,0.0,4054.0
929,Antigua and Barbuda,2003,female,75+ years,0.0,1583.0
930,Antigua and Barbuda,2003,male,15-24 years,0.0,6730.0
931,Antigua and Barbuda,2003,male,25-34 years,0.0,6734.0
932,Antigua and Barbuda,2003,male,35-54 years,0.0,10997.0
933,Antigua and Barbuda,2003,male,5-14 years,0.0,8061.0
934,Antigua and Barbuda,2003,male,55-74 years,1.0,3594.0
935,Antigua and Barbuda,2003,male,75+ years,0.0,1068.0
936,Antigua and Barbuda,2004,female,15-24 years,0.0,7648.0
937,Antigua and Barbuda,2004,female,25-34 years,0.0,7531.0
938,Antigua and Barbuda,2004,female,35-54 years,0.0,12492.0
939,Antigua and Barbuda,2004,female,5-14 years,0.0,8488.0
940,Antigua and Barbuda,2004,female,55-74 years,0.0,4088.0
941,Antigua and Barbuda,2004,female,75+ years,0.0,1590.0
942,Antigua and Barbuda,2004,male,15-24 years,0.0,6968.0
943,Antigua and Barbuda,2004,male,25-34 years,0.0,6556.0
944,Antigua and Barbuda,2004,male,35-54 years,1.0,11406.0
945,Antigua and Barbuda,2004,male,5-14 years,0.0,8196.0
946,Antigua and Barbuda,2004,male,55-74 years,1.0,3665.0
947,Antigua and Barbuda,2004,male,75+ years,0.0,1094.0
948,Antigua and Barbuda,2005,female,15-24 years,0.0,7780.0
949,Antigua and Barbuda,2005,female,25-34 years,0.0,7327.0
950,Antigua and Barbuda,2005,female,35-54 years,0.0,12835.0
951,Antigua and Barbuda,2005,female,5-14 years,0.0,8584.0
952,Antigua and Barbuda,2005,female,55-74 years,0.0,4157.0
953,Antigua and Barbuda,2005,female,75+ years,0.0,1575.0
954,Antigua and Barbuda,2005,male,15-24 years,0.0,7113.0
955,Antigua and Barbuda,2005,male,25-34 years,0.0,6444.0
956,Antigua and Barbuda,2005,male,35-54 years,0.0,11778.0
957,Antigua and Barbuda,2005,male,5-14 years,0.0,8358.0
958,Antigua and Barbuda,2005,male,55-74 years,0.0,3748.0
959,Antigua and Barbuda,2005,male,75+ years,0.0,1110.0
960,Antigua and Barbuda,2006,female,15-24 years,0.0,7902.0
961,Antigua and Barbuda,2006,female,25-34 years,0.0,7098.0
962,Antigua and Barbuda,2006,female,35-54 years,0.0,13374.0
963,Antigua and Barbuda,2006,female,5-14 years,0.0,8571.0
964,Antigua and Barbuda,2006,female,55-74 years,0.0,4256.0
965,Antigua and Barbuda,2006,female,75+ years,0.0,1573.0
966,Antigua and Barbuda,2006,male,15-24 years,0.0,7239.0
967,Antigua and Barbuda,2006,male,25-34 years,0.0,6319.0
968,Antigua and Barbuda,2006,male,35-54 years,0.0,12202.0
969,Antigua and Barbuda,2006,male,5-14 years,0.0,8485.0
970,Antigua and Barbuda,2006,male,55-74 years,0.0,3847.0
971,Antigua and Barbuda,2006,male,75+ years,0.0,1107.0
972,Antigua and Barbuda,2007,female,15-24 years,0.0,8013.0
973,Antigua and Barbuda,2007,female,25-34 years,0.0,6962.0
974,Antigua and Barbuda,2007,female,35-54 years,0.0,13860.0
975,Antigua and Barbuda,2007,female,5-14 years,0.0,8555.0
976,Antigua and Barbuda,2007,female,55-74 years,0.0,4400.0
977,Antigua and Barbuda,2007,female,75+ years,0.0,1568.0
978,Antigua and Barbuda,2007,male,15-24 years,0.0,7330.0
979,Antigua and Barbuda,2007,male,25-34 years,0.0,6267.0
980,Antigua and Barbuda,2007,male,35-54 years,1.0,12530.0
981,Antigua and Barbuda,2007,male,5-14 years,0.0,8564.0
982,Antigua and Barbuda,2007,male,55-74 years,0.0,3988.0
983,Antigua and Barbuda,2007,male,75+ years,0.0,1094.0
984,Antigua and Barbuda,2008,female,15-24 years,0.0,8108.0
985,Antigua and Barbuda,2008,female,25-34 years,0.0,6910.0
986,Antigua and Barbuda,2008,female,35-54 years,0.0,14278.0
987,Antigua and Barbuda,2008,female,5-14 years,0.0,8537.0
988,Antigua and Barbuda,2008,female,55-74 years,0.0,4587.0
989,Antigua and Barbuda,2008,female,75+ years,0.0,1567.0
990,Antigua and Barbuda,2008,male,15-24 years,0.0,7404.0
991,Antigua and Barbuda,2008,male,25-34 years,0.0,6274.0
992,Antigua and Barbuda,2008,male,35-54 years,0.0,12782.0
993,Antigua and Barbuda,2008,male,5-14 years,0.0,8599.0
994,Antigua and Barbuda,2008,male,55-74 years,0.0,4158.0
995,Antigua and Barbuda,2008,male,75+ years,0.0,1069.0
996,Antigua and Barbuda,2009,female,15-24 years,0.0,8199.0
997,Antigua and Barbuda,2009,female,25-34 years,0.0,6917.0
998,Antigua and Barbuda,2009,female,35-54 years,0.0,14629.0
999,Antigua and Barbuda,2009,female,5-14 years,0.0,8514.0
1000,Antigua and Barbuda,2009,female,55-74 years,0.0,4793.0
1001,Antigua and Barbuda,2009,female,75+ years,0.0,1571.0
1002,Antigua and Barbuda,2009,male,15-24 years,0.0,7489.0
1003,Antigua and Barbuda,2009,male,25-34 years,0.0,6325.0
1004,Antigua and Barbuda,2009,male,35-54 years,0.0,12978.0
1005,Antigua and Barbuda,2009,male,5-14 years,0.0,8599.0
1006,Antigua and Barbuda,2009,male,55-74 years,0.0,4349.0
1007,Antigua and Barbuda,2009,male,75+ years,0.0,1042.0
1008,Antigua and Barbuda,2012,female,15-24 years,0.0,8435.0
1009,Antigua and Barbuda,2012,female,25-34 years,0.0,7215.0
1010,Antigua and Barbuda,2012,female,35-54 years,0.0,15193.0
1011,Antigua and Barbuda,2012,female,5-14 years,0.0,8401.0
1012,Antigua and Barbuda,2012,female,55-74 years,0.0,5512.0
1013,Antigua and Barbuda,2012,female,75+ years,0.0,1625.0
1014,Antigua and Barbuda,2012,male,15-24 years,0.0,7893.0
1015,Antigua and Barbuda,2012,male,25-34 years,0.0,6629.0
1016,Antigua and Barbuda,2012,male,35-54 years,0.0,13280.0
1017,Antigua and Barbuda,2012,male,5-14 years,0.0,8475.0
1018,Antigua and Barbuda,2012,male,55-74 years,0.0,4994.0
1019,Antigua and Barbuda,2012,male,75+ years,0.0,1051.0
1020,Antigua and Barbuda,2013,female,15-24 years,0.0,8494.0
1021,Antigua and Barbuda,2013,female,25-34 years,0.0,7397.0
1022,Antigua and Barbuda,2013,female,35-54 years,0.0,15236.0
1023,Antigua and Barbuda,2013,female,5-14 years,0.0,8353.0
1024,Antigua and Barbuda,2013,female,55-74 years,0.0,5787.0
1025,Antigua and Barbuda,2013,female,75+ years,0.0,1652.0
1026,Antigua and Barbuda,2013,male,15-24 years,0.0,8061.0
1027,Antigua and Barbuda,2013,male,25-34 years,0.0,6782.0
1028,Antigua and Barbuda,2013,male,35-54 years,0.0,13302.0
1029,Antigua and Barbuda,2013,male,5-14 years,0.0,8405.0
1030,Antigua and Barbuda,2013,male,55-74 years,0.0,5238.0
1031,Antigua and Barbuda,2013,male,75+ years,0.0,1072.0
1032,Antigua and Barbuda,2014,female,15-24 years,0.0,8537.0
1033,Antigua and Barbuda,2014,female,25-34 years,0.0,7578.0
1034,Antigua and Barbuda,2014,female,35-54 years,0.0,15273.0
1035,Antigua and Barbuda,2014,female,5-14 years,0.0,8296.0
1036,Antigua and Barbuda,2014,female,55-74 years,0.0,6085.0
1037,Antigua and Barbuda,2014,female,75+ years,0.0,1686.0
1038,Antigua and Barbuda,2014,male,15-24 years,0.0,8208.0
1039,Antigua and Barbuda,2014,male,25-34 years,0.0,6928.0
1040,Antigua and Barbuda,2014,male,35-54 years,0.0,13325.0
1041,Antigua and Barbuda,2014,male,5-14 years,0.0,8335.0
1042,Antigua and Barbuda,2014,male,55-74 years,0.0,5503.0
1043,Antigua and Barbuda,2014,male,75+ years,0.0,1083.0
1044,Antigua and Barbuda,2015,female,15-24 years,0.0,8561.0
1045,Antigua and Barbuda,2015,female,25-34 years,0.0,7740.0
1046,Antigua and Barbuda,2015,female,35-54 years,0.0,15323.0
1047,Antigua and Barbuda,2015,female,5-14 years,0.0,8239.0
1048,Antigua and Barbuda,2015,female,55-74 years,1.0,6403.0
1049,Antigua and Barbuda,2015,female,75+ years,0.0,1724.0
1050,Antigua and Barbuda,2015,male,15-24 years,0.0,8331.0
1051,Antigua and Barbuda,2015,male,25-34 years,0.0,7059.0
1052,Antigua and Barbuda,2015,male,35-54 years,0.0,13370.0
1053,Antigua and Barbuda,2015,male,5-14 years,0.0,8268.0
1054,Antigua and Barbuda,2015,male,55-74 years,0.0,5784.0
1055,Antigua and Barbuda,2015,male,75+ years,0.0,1087.0
1308,Argentina,2000,female,15-24 years,116.0,3249247.0
1309,Argentina,2000,female,25-34 years,63.0,2617723.0
1310,Argentina,2000,female,35-54 years,174.0,4253771.0
1311,Argentina,2000,female,5-14 years,21.0,3396135.0
1312,Argentina,2000,female,55-74 years,133.0,2760512.0
1313,Argentina,2000,female,75+ years,43.0,941957.0
1314,Argentina,2000,male,15-24 years,463.0,3306109.0
1315,Argentina,2000,male,25-34 years,331.0,2602314.0
1316,Argentina,2000,male,35-54 years,578.0,4096814.0
1317,Argentina,2000,male,5-14 years,18.0,3502413.0
1318,Argentina,2000,male,55-74 years,602.0,2333377.0
1319,Argentina,2000,male,75+ years,232.0,525161.0
1320,Argentina,2001,female,15-24 years,166.0,3262682.0
1321,Argentina,2001,female,25-34 years,82.0,2690206.0
1322,Argentina,2001,female,35-54 years,210.0,4306817.0
1323,Argentina,2001,female,5-14 years,24.0,3411619.0
1324,Argentina,2001,female,55-74 years,137.0,2788628.0
1325,Argentina,2001,female,75+ years,57.0,978346.0
1326,Argentina,2001,male,15-24 years,518.0,3325440.0
1327,Argentina,2001,male,25-34 years,375.0,2675285.0
1328,Argentina,2001,male,35-54 years,625.0,4145861.0
1329,Argentina,2001,male,5-14 years,29.0,3519935.0
1330,Argentina,2001,male,55-74 years,659.0,2358654.0
1331,Argentina,2001,male,75+ years,250.0,547473.0
1332,Argentina,2002,female,15-24 years,158.0,3263542.0
1333,Argentina,2002,female,25-34 years,91.0,2772560.0
1334,Argentina,2002,female,35-54 years,194.0,4355651.0
1335,Argentina,2002,female,5-14 years,23.0,3418842.0
1336,Argentina,2002,female,55-74 years,179.0,2819507.0
1337,Argentina,2002,female,75+ years,58.0,1012399.0
1338,Argentina,2002,male,15-24 years,542.0,3331708.0
1339,Argentina,2002,male,25-34 years,412.0,2758283.0
1340,Argentina,2002,male,35-54 years,619.0,4191889.0
1341,Argentina,2002,male,5-14 years,37.0,3529201.0
1342,Argentina,2002,male,55-74 years,615.0,2387478.0
1343,Argentina,2002,male,75+ years,234.0,566447.0
1344,Argentina,2003,female,15-24 years,179.0,3258029.0
1345,Argentina,2003,female,25-34 years,69.0,2859003.0
1346,Argentina,2003,female,35-54 years,196.0,4402438.0
1347,Argentina,2003,female,5-14 years,25.0,3419258.0
1348,Argentina,2003,female,55-74 years,147.0,2854473.0
1349,Argentina,2003,female,75+ years,68.0,1044188.0
1350,Argentina,2003,male,15-24 years,638.0,3331226.0
1351,Argentina,2003,male,25-34 years,456.0,2845955.0
1352,Argentina,2003,male,35-54 years,625.0,4237124.0
1353,Argentina,2003,male,5-14 years,37.0,3531507.0
1354,Argentina,2003,male,55-74 years,577.0,2420864.0
1355,Argentina,2003,male,75+ years,272.0,581842.0
1356,Argentina,2004,female,15-24 years,159.0,3255244.0
1357,Argentina,2004,female,25-34 years,99.0,2940630.0
1358,Argentina,2004,female,35-54 years,185.0,4450210.0
1359,Argentina,2004,female,5-14 years,25.0,3416244.0
1360,Argentina,2004,female,55-74 years,136.0,2895423.0
1361,Argentina,2004,female,75+ years,50.0,1073648.0
1362,Argentina,2004,male,15-24 years,653.0,3333328.0
1363,Argentina,2004,male,25-34 years,445.0,2930079.0
1364,Argentina,2004,male,35-54 years,599.0,4284709.0
1365,Argentina,2004,male,5-14 years,43.0,3530061.0
1366,Argentina,2004,male,55-74 years,500.0,2459960.0
1367,Argentina,2004,male,75+ years,227.0,593409.0
1368,Argentina,2005,female,15-24 years,148.0,3260468.0
1369,Argentina,2005,female,25-34 years,104.0,3011376.0
1370,Argentina,2005,female,35-54 years,171.0,4500787.0
1371,Argentina,2005,female,5-14 years,21.0,3413809.0
1372,Argentina,2005,female,55-74 years,161.0,2943135.0
1373,Argentina,2005,female,75+ years,59.0,1101024.0
1374,Argentina,2005,male,15-24 years,638.0,3343414.0
1375,Argentina,2005,male,25-34 years,451.0,3004991.0
1376,Argentina,2005,male,35-54 years,539.0,4336453.0
1377,Argentina,2005,male,5-14 years,52.0,3528848.0
1378,Argentina,2005,male,55-74 years,489.0,2505136.0
1379,Argentina,2005,male,75+ years,225.0,601176.0
1380,Argentina,2006,female,15-24 years,175.0,3271703.0
1381,Argentina,2006,female,25-34 years,105.0,3070419.0
1382,Argentina,2006,female,35-54 years,160.0,4549471.0
1383,Argentina,2006,female,5-14 years,26.0,3412126.0
1384,Argentina,2006,female,55-74 years,115.0,2983954.0
1385,Argentina,2006,female,75+ years,31.0,1132977.0
1386,Argentina,2006,male,15-24 years,656.0,3357424.0
1387,Argentina,2006,male,25-34 years,483.0,3068991.0
1388,Argentina,2006,male,35-54 years,585.0,4383730.0
1389,Argentina,2006,male,5-14 years,39.0,3527369.0
1390,Argentina,2006,male,55-74 years,487.0,2540712.0
1391,Argentina,2006,male,75+ years,246.0,620010.0
1392,Argentina,2007,female,15-24 years,146.0,3292790.0
1393,Argentina,2007,female,25-34 years,126.0,3120162.0
1394,Argentina,2007,female,35-54 years,155.0,4601874.0
1395,Argentina,2007,female,5-14 years,34.0,3414627.0
1396,Argentina,2007,female,55-74 years,108.0,3033008.0
1397,Argentina,2007,female,75+ years,31.0,1161794.0
1398,Argentina,2007,male,15-24 years,577.0,3381171.0
1399,Argentina,2007,male,25-34 years,490.0,3125322.0
1400,Argentina,2007,male,35-54 years,571.0,4436541.0
1401,Argentina,2007,male,5-14 years,45.0,3530454.0
1402,Argentina,2007,male,55-74 years,438.0,2582754.0
1403,Argentina,2007,male,75+ years,225.0,634995.0
1404,Argentina,2008,female,15-24 years,180.0,3319037.0
1405,Argentina,2008,female,25-34 years,94.0,3159967.0
1406,Argentina,2008,female,35-54 years,173.0,4660022.0
1407,Argentina,2008,female,5-14 years,20.0,3422263.0
1408,Argentina,2008,female,55-74 years,108.0,3088727.0
1409,Argentina,2008,female,75+ years,36.0,1188016.0
1410,Argentina,2008,male,15-24 years,625.0,3410092.0
1411,Argentina,2008,male,25-34 years,531.0,3172743.0
1412,Argentina,2008,male,35-54 years,582.0,4496672.0
1413,Argentina,2008,male,5-14 years,39.0,3539110.0
1414,Argentina,2008,male,55-74 years,463.0,2630686.0
1415,Argentina,2008,male,75+ years,208.0,646185.0
1416,Argentina,2009,female,15-24 years,164.0,3342385.0
1417,Argentina,2009,female,25-34 years,105.0,3189773.0
1418,Argentina,2009,female,35-54 years,150.0,4726814.0
1419,Argentina,2009,female,5-14 years,28.0,3434884.0
1420,Argentina,2009,female,55-74 years,112.0,3148915.0
1421,Argentina,2009,female,75+ years,25.0,1211934.0
1422,Argentina,2009,male,15-24 years,609.0,3436265.0
1423,Argentina,2009,male,25-34 years,504.0,3210244.0
1424,Argentina,2009,male,35-54 years,542.0,4566645.0
1425,Argentina,2009,male,5-14 years,34.0,3553154.0
1426,Argentina,2009,male,55-74 years,434.0,2683502.0
1427,Argentina,2009,male,75+ years,177.0,653486.0
1428,Argentina,2010,female,15-24 years,150.0,3358103.0
1429,Argentina,2010,female,25-34 years,101.0,3210247.0
1430,Argentina,2010,female,35-54 years,162.0,4804030.0
1431,Argentina,2010,female,5-14 years,20.0,3450419.0
1432,Argentina,2010,female,55-74 years,99.0,3212253.0
1433,Argentina,2010,female,75+ years,34.0,1234182.0
1434,Argentina,2010,male,15-24 years,683.0,3455127.0
1435,Argentina,2010,male,25-34 years,485.0,3237957.0
1436,Argentina,2010,male,35-54 years,573.0,4648068.0
1437,Argentina,2010,male,5-14 years,33.0,3570316.0
1438,Argentina,2010,male,55-74 years,397.0,2740656.0
1439,Argentina,2010,male,75+ years,206.0,657096.0
1440,Argentina,2011,female,15-24 years,172.0,3372659.0
1441,Argentina,2011,female,25-34 years,102.0,3224774.0
1442,Argentina,2011,female,35-54 years,157.0,4893085.0
1443,Argentina,2011,female,5-14 years,29.0,3472180.0
1444,Argentina,2011,female,55-74 years,93.0,3268753.0
1445,Argentina,2011,female,75+ years,30.0,1260121.0
1446,Argentina,2011,male,15-24 years,693.0,3471151.0
1447,Argentina,2011,male,25-34 years,510.0,3258804.0
1448,Argentina,2011,male,35-54 years,504.0,4738525.0
1449,Argentina,2011,male,5-14 years,28.0,3592374.0
1450,Argentina,2011,male,55-74 years,416.0,2788575.0
1451,Argentina,2011,male,75+ years,178.0,674738.0
1452,Argentina,2012,female,15-24 years,204.0,3380770.0
1453,Argentina,2012,female,25-34 years,102.0,3228400.0
1454,Argentina,2012,female,35-54 years,164.0,4993138.0
1455,Argentina,2012,female,5-14 years,17.0,3494571.0
1456,Argentina,2012,female,55-74 years,108.0,3328463.0
1457,Argentina,2012,female,75+ years,33.0,1282726.0
1458,Argentina,2012,male,15-24 years,745.0,3480902.0
1459,Argentina,2012,male,25-34 years,616.0,3268154.0
1460,Argentina,2012,male,35-54 years,554.0,4841057.0
1461,Argentina,2012,male,5-14 years,29.0,3615254.0
1462,Argentina,2012,male,55-74 years,451.0,2839783.0
1463,Argentina,2012,male,75+ years,225.0,688560.0
1464,Argentina,2013,female,15-24 years,167.0,3384642.0
1465,Argentina,2013,female,25-34 years,102.0,3226464.0
1466,Argentina,2013,female,35-54 years,157.0,5099167.0
1467,Argentina,2013,female,5-14 years,32.0,3515742.0
1468,Argentina,2013,female,55-74 years,102.0,3390673.0
1469,Argentina,2013,female,75+ years,29.0,1303352.0
1470,Argentina,2013,male,15-24 years,696.0,3486661.0
1471,Argentina,2013,male,25-34 years,499.0,3271373.0
1472,Argentina,2013,male,35-54 years,604.0,4950850.0
1473,Argentina,2013,male,5-14 years,33.0,3637026.0
1474,Argentina,2013,male,55-74 years,398.0,2894129.0
1475,Argentina,2013,male,75+ years,168.0,699046.0
1476,Argentina,2014,female,15-24 years,204.0,3388324.0
1477,Argentina,2014,female,25-34 years,118.0,3227239.0
1478,Argentina,2014,female,35-54 years,196.0,5203634.0
1479,Argentina,2014,female,5-14 years,35.0,3533961.0
1480,Argentina,2014,female,55-74 years,109.0,3454994.0
1481,Argentina,2014,female,75+ years,25.0,1323654.0
