,country,year,sex,age,suicides_no,population
21131,Japan,2010,male,75+ years,2188.0,5345432.0
21132,Japan,2011,female,15-24 years,616.0,5931000.0
21133,Japan,2011,female,25-34 years,1112.0,7314000.0
21134,Japan,2011,female,35-54 years,2598.0,16861000.0
21135,Japan,2011,female,5-14 years,22.0,5519000.0
21136,Japan,2011,female,55-74 years,2883.0,17447000.0
21137,Japan,2011,female,75+ years,1754.0,9092000.0
21138,Japan,2011,male,15-24 years,1304.0,6246000.0
21139,Japan,2011,male,25-34 years,2404.0,7588000.0
21140,Japan,2011,male,35-54 years,6975.0,17224000.0
21141,Japan,2011,male,5-14 years,52.0,5792000.0
21142,Japan,2011,male,55-74 years,6858.0,16343000.0
21143,Japan,2011,male,75+ years,2188.0,5570000.0
21144,Japan,2012,female,15-24 years,495.0,5873000.0
21145,Japan,2012,female,25-34 years,931.0,7110000.0
21146,Japan,2012,female,35-54 years,2242.0,16937000.0
21147,Japan,2012,female,5-14 years,20.0,5458000.0
21148,Japan,2012,female,55-74 years,2636.0,17342000.0
21149,Japan,2012,female,75+ years,1612.0,9362000.0
21150,Japan,2012,male,15-24 years,1294.0,6185000.0
21151,Japan,2012,male,25-34 years,2244.0,7384000.0
21152,Japan,2012,male,35-54 years,6413.0,17318000.0
21153,Japan,2012,male,5-14 years,55.0,5729000.0
21154,Japan,2012,male,55-74 years,6134.0,16254000.0
21155,Japan,2012,male,75+ years,2262.0,5783000.0
21156,Japan,2013,female,15-24 years,467.0,5834000.0
21157,Japan,2013,female,25-34 years,850.0,6913000.0
21158,Japan,2013,female,35-54 years,2242.0,16974000.0
21159,Japan,2013,female,5-14 years,34.0,5398000.0
21160,Japan,2013,female,55-74 years,2604.0,17279000.0
21161,Japan,2013,female,75+ years,1713.0,9588000.0
21162,Japan,2013,male,15-24 years,1242.0,6143000.0
21163,Japan,2013,male,25-34 years,2178.0,7186000.0
21164,Japan,2013,male,35-54 years,6333.0,17367000.0
21165,Japan,2013,male,5-14 years,58.0,5666000.0
21166,Japan,2013,male,55-74 years,5908.0,16202000.0
21167,Japan,2013,male,75+ years,2362.0,5964000.0
21168,Japan,2014,female,15-24 years,432.0,5803000.0
21169,Japan,2014,female,25-34 years,814.0,6734000.0
21170,Japan,2014,female,35-54 years,2158.0,16959000.0
21171,Japan,2014,female,5-14 years,34.0,5334000.0
21172,Japan,2014,female,55-74 years,2512.0,17288000.0
21173,Japan,2014,female,75+ years,1587.0,9761000.0
21174,Japan,2014,male,15-24 years,1180.0,6110000.0
21175,Japan,2014,male,25-34 years,2131.0,7007000.0
21176,Japan,2014,male,35-54 years,5710.0,17365000.0
21177,Japan,2014,male,5-14 years,68.0,5596000.0
21178,Japan,2014,male,55-74 years,5477.0,16213000.0
21179,Japan,2014,male,75+ years,2254.0,6104000.0
21180,Japan,2015,female,15-24 years,408.0,5772938.0
21181,Japan,2015,female,25-34 years,685.0,6614211.0
21182,Japan,2015,female,35-54 years,2024.0,16991218.0
21183,Japan,2015,female,5-14 years,28.0,5287719.0
21184,Japan,2015,female,55-74 years,2292.0,17232482.0
21185,Japan,2015,female,75+ years,1509.0,9983066.0
21186,Japan,2015,male,15-24 years,1091.0,6088330.0
21187,Japan,2015,male,25-34 years,1948.0,6862886.0
21188,Japan,2015,male,35-54 years,5507.0,17461022.0
21189,Japan,2015,male,5-14 years,62.0,5553851.0
21190,Japan,2015,male,55-74 years,5241.0,16239222.0
21191,Japan,2015,male,75+ years,2297.0,6289365.0
21468,Kazakhstan,2000,female,15-24 years,169.0,1375343.0
21469,Kazakhstan,2000,female,25-34 years,122.0,1089854.0
21470,Kazakhstan,2000,female,35-54 years,234.0,1959602.0
21471,Kazakhstan,2000,female,5-14 years,18.0,1486628.0
21472,Kazakhstan,2000,female,55-74 years,147.0,1005027.0
21473,Kazakhstan,2000,female,75+ years,56.0,254407.0
21474,Kazakhstan,2000,male,15-24 years,623.0,1366874.0
21475,Kazakhstan,2000,male,25-34 years,852.0,1132418.0
21476,Kazakhstan,2000,male,35-54 years,1527.0,1802430.0
21477,Kazakhstan,2000,male,5-14 years,47.0,1523202.0
21478,Kazakhstan,2000,male,55-74 years,586.0,698665.0
21479,Kazakhstan,2000,male,75+ years,47.0,77972.0
21480,Kazakhstan,2001,female,15-24 years,158.0,1336586.0
21481,Kazakhstan,2001,female,25-34 years,110.0,1137636.0
21482,Kazakhstan,2001,female,35-54 years,197.0,1998447.0
21483,Kazakhstan,2001,female,5-14 years,21.0,1455622.0
21484,Kazakhstan,2001,female,55-74 years,119.0,1011423.0
21485,Kazakhstan,2001,female,75+ years,53.0,233378.0
21486,Kazakhstan,2001,male,15-24 years,660.0,1365580.0
21487,Kazakhstan,2001,male,25-34 years,843.0,1117605.0
21488,Kazakhstan,2001,male,35-54 years,1519.0,1807120.0
21489,Kazakhstan,2001,male,5-14 years,64.0,1508752.0
21490,Kazakhstan,2001,male,55-74 years,582.0,718503.0
21491,Kazakhstan,2001,male,75+ years,51.0,82044.0
21492,Kazakhstan,2002,female,15-24 years,160.0,1377461.0
21493,Kazakhstan,2002,female,25-34 years,129.0,1147717.0
21494,Kazakhstan,2002,female,35-54 years,198.0,2033504.0
21495,Kazakhstan,2002,female,5-14 years,20.0,1372725.0
21496,Kazakhstan,2002,female,55-74 years,119.0,996301.0
21497,Kazakhstan,2002,female,75+ years,52.0,247685.0
21498,Kazakhstan,2002,male,15-24 years,621.0,1414530.0
21499,Kazakhstan,2002,male,25-34 years,825.0,1128226.0
21500,Kazakhstan,2002,male,35-54 years,1414.0,1837817.0
21501,Kazakhstan,2002,male,5-14 years,67.0,1424722.0
21502,Kazakhstan,2002,male,55-74 years,582.0,704901.0
21503,Kazakhstan,2002,male,75+ years,53.0,91887.0
21504,Kazakhstan,2003,female,15-24 years,157.0,1408946.0
21505,Kazakhstan,2003,female,25-34 years,114.0,1159693.0
21506,Kazakhstan,2003,female,35-54 years,202.0,2053544.0
21507,Kazakhstan,2003,female,5-14 years,16.0,1316237.0
21508,Kazakhstan,2003,female,55-74 years,139.0,996433.0
21509,Kazakhstan,2003,female,75+ years,60.0,259838.0
21510,Kazakhstan,2003,male,15-24 years,652.0,1449082.0
21511,Kazakhstan,2003,male,25-34 years,938.0,1141761.0
21512,Kazakhstan,2003,male,35-54 years,1386.0,1855662.0
21513,Kazakhstan,2003,male,5-14 years,67.0,1368679.0
21514,Kazakhstan,2003,male,55-74 years,530.0,702817.0
21515,Kazakhstan,2003,male,75+ years,60.0,99171.0
21516,Kazakhstan,2004,female,15-24 years,177.0,1438621.0
21517,Kazakhstan,2004,female,25-34 years,131.0,1174778.0
21518,Kazakhstan,2004,female,35-54 years,208.0,2076222.0
21519,Kazakhstan,2004,female,5-14 years,14.0,1263986.0
21520,Kazakhstan,2004,female,55-74 years,101.0,1004413.0
21521,Kazakhstan,2004,female,75+ years,61.0,271208.0
21522,Kazakhstan,2004,male,15-24 years,735.0,1480125.0
21523,Kazakhstan,2004,male,25-34 years,967.0,1159137.0
21524,Kazakhstan,2004,male,35-54 years,1427.0,1874980.0
21525,Kazakhstan,2004,male,5-14 years,57.0,1317575.0
21526,Kazakhstan,2004,male,55-74 years,441.0,706313.0
21527,Kazakhstan,2004,male,75+ years,75.0,105970.0
21528,Kazakhstan,2005,female,15-24 years,153.0,1464554.0
21529,Kazakhstan,2005,female,25-34 years,126.0,1188857.0
21530,Kazakhstan,2005,female,35-54 years,177.0,2097655.0
21531,Kazakhstan,2005,female,5-14 years,24.0,1219019.0
21532,Kazakhstan,2005,female,55-74 years,100.0,1021709.0
21533,Kazakhstan,2005,female,75+ years,54.0,279776.0
21534,Kazakhstan,2005,male,15-24 years,635.0,1507234.0
21535,Kazakhstan,2005,male,25-34 years,868.0,1174447.0
21536,Kazakhstan,2005,male,35-54 years,1225.0,1893623.0
21537,Kazakhstan,2005,male,5-14 years,78.0,1272278.0
21538,Kazakhstan,2005,male,55-74 years,402.0,716191.0
21539,Kazakhstan,2005,male,75+ years,61.0,112427.0
21540,Kazakhstan,2006,female,15-24 years,181.0,1486771.0
21541,Kazakhstan,2006,female,25-34 years,121.0,1202659.0
21542,Kazakhstan,2006,female,35-54 years,190.0,2121510.0
21543,Kazakhstan,2006,female,5-14 years,24.0,1181324.0
21544,Kazakhstan,2006,female,55-74 years,106.0,1047352.0
21545,Kazakhstan,2006,female,75+ years,53.0,282507.0
21546,Kazakhstan,2006,male,15-24 years,657.0,1530192.0
21547,Kazakhstan,2006,male,25-34 years,944.0,1189058.0
21548,Kazakhstan,2006,male,35-54 years,1225.0,1915309.0
21549,Kazakhstan,2006,male,5-14 years,68.0,1234397.0
21550,Kazakhstan,2006,male,55-74 years,436.0,730464.0
21551,Kazakhstan,2006,male,75+ years,71.0,116133.0
21552,Kazakhstan,2007,female,15-24 years,203.0,1498711.0
21553,Kazakhstan,2007,female,25-34 years,140.0,1219565.0
21554,Kazakhstan,2007,female,35-54 years,210.0,2144647.0
21555,Kazakhstan,2007,female,5-14 years,30.0,1149826.0
21556,Kazakhstan,2007,female,55-74 years,88.0,1077829.0
21557,Kazakhstan,2007,female,75+ years,50.0,281627.0
21558,Kazakhstan,2007,male,15-24 years,648.0,1542361.0
21559,Kazakhstan,2007,male,25-34 years,919.0,1208359.0
21560,Kazakhstan,2007,male,35-54 years,1275.0,1935835.0
21561,Kazakhstan,2007,male,5-14 years,89.0,1202402.0
21562,Kazakhstan,2007,male,55-74 years,412.0,747545.0
21563,Kazakhstan,2007,male,75+ years,77.0,116899.0
21564,Kazakhstan,2008,female,15-24 years,239.0,1496633.0
21565,Kazakhstan,2008,female,25-34 years,152.0,1240283.0
21566,Kazakhstan,2008,female,35-54 years,217.0,2165507.0
21567,Kazakhstan,2008,female,5-14 years,19.0,1130043.0
21568,Kazakhstan,2008,female,55-74 years,93.0,1110519.0
21569,Kazakhstan,2008,female,75+ years,47.0,280166.0
21570,Kazakhstan,2008,male,15-24 years,657.0,1540282.0
21571,Kazakhstan,2008,male,25-34 years,860.0,1232084.0
21572,Kazakhstan,2008,male,35-54 years,1178.0,1954893.0
21573,Kazakhstan,2008,male,5-14 years,66.0,1182019.0
21574,Kazakhstan,2008,male,55-74 years,383.0,766809.0
21575,Kazakhstan,2008,male,75+ years,86.0,116815.0
21576,Kazakhstan,2009,female,15-24 years,214.0,1488994.0
21577,Kazakhstan,2009,female,25-34 years,145.0,1269302.0
21578,Kazakhstan,2009,female,35-54 years,192.0,2191360.0
21579,Kazakhstan,2009,female,5-14 years,26.0,1126895.0
21580,Kazakhstan,2009,female,55-74 years,99.0,1150346.0
21581,Kazakhstan,2009,female,75+ years,42.0,277759.0
21582,Kazakhstan,2009,male,15-24 years,608.0,1533027.0
21583,Kazakhstan,2009,male,25-34 years,848.0,1263819.0
21584,Kazakhstan,2009,male,35-54 years,1181.0,1980466.0
21585,Kazakhstan,2009,male,5-14 years,43.0,1179629.0
21586,Kazakhstan,2009,male,55-74 years,380.0,792505.0
21587,Kazakhstan,2009,male,75+ years,60.0,116533.0
21588,Kazakhstan,2010,female,15-24 years,193.0,1549811.0
21589,Kazakhstan,2010,female,25-34 years,140.0,1332552.0
21590,Kazakhstan,2010,female,35-54 years,160.0,2227790.0
21591,Kazakhstan,2010,female,5-14 years,25.0,1155258.0
21592,Kazakhstan,2010,female,55-74 years,88.0,1144484.0
21593,Kazakhstan,2010,female,75+ years,39.0,263531.0
21594,Kazakhstan,2010,male,15-24 years,528.0,1555580.0
21595,Kazakhstan,2010,male,25-34 years,808.0,1310211.0
21596,Kazakhstan,2010,male,35-54 years,1118.0,2037599.0
21597,Kazakhstan,2010,male,5-14 years,49.0,1212500.0
21598,Kazakhstan,2010,male,55-74 years,389.0,810461.0
21599,Kazakhstan,2010,male,75+ years,72.0,113390.0
21600,Kazakhstan,2011,female,15-24 years,171.0,1514356.0
21601,Kazakhstan,2011,female,25-34 years,128.0,1367342.0
21602,Kazakhstan,2011,female,35-54 years,166.0,2253866.0
21603,Kazakhstan,2011,female,5-14 years,21.0,1169247.0
21604,Kazakhstan,2011,female,55-74 years,78.0,1172197.0
21605,Kazakhstan,2011,female,75+ years,44.0,273217.0
21606,Kazakhstan,2011,male,15-24 years,493.0,1526023.0
21607,Kazakhstan,2011,male,25-34 years,778.0,1344771.0
21608,Kazakhstan,2011,male,35-54 years,1062.0,2062451.0
21609,Kazakhstan,2011,male,5-14 years,38.0,1218724.0
21610,Kazakhstan,2011,male,55-74 years,358.0,831202.0
21611,Kazakhstan,2011,male,75+ years,64.0,119954.0
21612,Kazakhstan,2012,female,15-24 years,131.0,1464381.0
21613,Kazakhstan,2012,female,25-34 years,111.0,1407854.0
21614,Kazakhstan,2012,female,35-54 years,181.0,2273726.0
21615,Kazakhstan,2012,female,5-14 years,7.0,1198748.0
21616,Kazakhstan,2012,female,55-74 years,93.0,1198153.0
21617,Kazakhstan,2012,female,75+ years,40.0,288919.0
21618,Kazakhstan,2012,male,15-24 years,426.0,1481240.0
21619,Kazakhstan,2012,male,25-34 years,716.0,1384736.0
21620,Kazakhstan,2012,male,35-54 years,1074.0,2082135.0
21621,Kazakhstan,2012,male,5-14 years,33.0,1261734.0
21622,Kazakhstan,2012,male,55-74 years,368.0,852033.0
21623,Kazakhstan,2012,male,75+ years,60.0,129890.0
21624,Kazakhstan,2013,female,15-24 years,182.0,1405609.0
21625,Kazakhstan,2013,female,25-34 years,136.0,1451026.0
21626,Kazakhstan,2013,female,35-54 years,193.0,2289754.0
21627,Kazakhstan,2013,female,5-14 years,27.0,1246955.0
21628,Kazakhstan,2013,female,55-74 years,89.0,1228388.0
21629,Kazakhstan,2013,female,75+ years,48.0,307080.0
21630,Kazakhstan,2013,male,15-24 years,449.0,1429864.0
21631,Kazakhstan,2013,male,25-34 years,733.0,1425587.0
21632,Kazakhstan,2013,male,35-54 years,1142.0,2098964.0
21633,Kazakhstan,2013,male,5-14 years,42.0,1313549.0
21634,Kazakhstan,2013,male,55-74 years,393.0,878598.0
21635,Kazakhstan,2013,male,75+ years,78.0,140008.0
21636,Kazakhstan,2014,female,15-24 years,132.0,1344351.0
21637,Kazakhstan,2014,female,25-34 years,126.0,1490998.0
21638,Kazakhstan,2014,female,35-54 years,171.0,2303567.0
21639,Kazakhstan,2014,female,5-14 years,18.0,1307309.0
21640,Kazakhstan,2014,female,55-74 years,69.0,1263876.0
21641,Kazakhstan,2014,female,75+ years,47.0,325593.0
21642,Kazakhstan,2014,male,15-24 years,356.0,1377269.0
21643,Kazakhstan,2014,male,25-34 years,667.0,1462224.0
21644,Kazakhstan,2014,male,35-54 years,1082.0,2116035.0
21645,Kazakhstan,2014,male,5-14 years,38.0,1377917.0
21646,Kazakhstan,2014,male,55-74 years,343.0,911127.0
21647,Kazakhstan,2014,male,75+ years,70.0,148578.0
21648,Kazakhstan,2015,female,15-24 years,127.0,1285407.0
21649,Kazakhstan,2015,female,25-34 years,108.0,1524321.0
21650,Kazakhstan,2015,female,35-54 years,175.0,2313458.0
21651,Kazakhstan,2015,female,5-14 years,13.0,1370388.0
21652,Kazakhstan,2015,female,55-74 years,65.0,1306669.0
21653,Kazakhstan,2015,female,75+ years,42.0,343577.0
21654,Kazakhstan,2015,male,15-24 years,312.0,1326082.0
21655,Kazakhstan,2015,male,25-34 years,603.0,1492576.0
21656,Kazakhstan,2015,male,35-54 years,962.0,2130654.0
21657,Kazakhstan,2015,male,5-14 years,30.0,1445862.0
21658,Kazakhstan,2015,male,55-74 years,363.0,951365.0
21659,Kazakhstan,2015,male,75+ years,72.0,156393.0
21768,Kiribati,2000,female,15-24 years,0.0,7870.0
21769,Kiribati,2000,female,25-34 years,0.0,6442.0
21770,Kiribati,2000,female,35-54 years,0.0,8455.0
21771,Kiribati,2000,female,5-14 years,0.0,10475.0
21772,Kiribati,2000,female,55-74 years,0.0,3159.0
21773,Kiribati,2000,female,75+ years,0.0,522.0
21774,Kiribati,2000,male,15-24 years,0.0,7812.0
21775,Kiribati,2000,male,25-34 years,0.0,5737.0
21776,Kiribati,2000,male,35-54 years,0.0,7888.0
21777,Kiribati,2000,male,5-14 years,0.0,11289.0
21778,Kiribati,2000,male,55-74 years,0.0,2513.0
21779,Kiribati,2000,male,75+ years,0.0,278.0
21780,Kiribati,2001,female,15-24 years,0.0,8197.0
21781,Kiribati,2001,female,25-34 years,0.0,6348.0
21782,Kiribati,2001,female,35-54 years,0.0,8720.0
21783,Kiribati,2001,female,5-14 years,0.0,10585.0
21784,Kiribati,2001,female,55-74 years,0.0,3228.0
21785,Kiribati,2001,female,75+ years,0.0,539.0
21786,Kiribati,2001,male,15-24 years,0.0,8151.0
21787,Kiribati,2001,male,25-34 years,0.0,5692.0
21788,Kiribati,2001,male,35-54 years,0.0,8117.0
21789,Kiribati,2001,male,5-14 years,0.0,11403.0
21790,Kiribati,2001,male,55-74 years,0.0,2577.0
21791,Kiribati,2001,male,75+ years,0.0,294.0
21996,Kuwait,2000,female,15-24 years,2.0,147681.0
21997,Kuwait,2000,female,25-34 years,10.0,189015.0
21998,Kuwait,2000,female,35-54 years,2.0,197224.0
21999,Kuwait,2000,female,5-14 years,0.0,178644.0
22000,Kuwait,2000,female,55-74 years,0.0,34331.0
22001,Kuwait,2000,female,75+ years,0.0,4246.0
22002,Kuwait,2000,male,15-24 years,3.0,163848.0
22003,Kuwait,2000,male,25-34 years,11.0,373318.0
22004,Kuwait,2000,male,35-54 years,5.0,431562.0
22005,Kuwait,2000,male,5-14 years,0.0,187983.0
22006,Kuwait,2000,male,55-74 years,1.0,61145.0
22007,Kuwait,2000,male,75+ years,0.0,4156.0
22008,Kuwait,2001,female,15-24 years,0.0,158070.0
22009,Kuwait,2001,female,25-34 years,3.0,197334.0
22010,Kuwait,2001,female,35-54 years,2.0,209093.0
22011,Kuwait,2001,female,5-14 years,0.0,180414.0
22012,Kuwait,2001,female,55-74 years,0.0,38503.0
22013,Kuwait,2001,female,75+ years,0.0,4919.0
22014,Kuwait,2001,male,15-24 years,2.0,172345.0
22015,Kuwait,2001,male,25-34 years,8.0,367180.0
22016,Kuwait,2001,male,35-54 years,15.0,453739.0
22017,Kuwait,2001,male,5-14 years,0.0,189011.0
22018,Kuwait,2001,male,55-74 years,0.0,63433.0
22019,Kuwait,2001,male,75+ years,0.0,4489.0
22020,Kuwait,2002,female,15-24 years,2.0,168033.0
22021,Kuwait,2002,female,25-34 years,5.0,213750.0
22022,Kuwait,2002,female,35-54 years,4.0,225709.0
22023,Kuwait,2002,female,5-14 years,0.0,183948.0
22024,Kuwait,2002,female,55-74 years,0.0,41294.0
22025,Kuwait,2002,female,75+ years,0.0,5290.0
22026,Kuwait,2002,male,15-24 years,5.0,185185.0
22027,Kuwait,2002,male,25-34 years,11.0,388020.0
22028,Kuwait,2002,male,35-54 years,18.0,482228.0
22029,Kuwait,2002,male,5-14 years,0.0,193020.0
22030,Kuwait,2002,male,55-74 years,0.0,67364.0
22031,Kuwait,2002,male,75+ years,0.0,4762.0
22032,Kuwait,2003,female,15-24 years,2.0,167291.0
22033,Kuwait,2003,female,25-34 years,9.0,185021.0
22034,Kuwait,2003,female,35-54 years,3.0,208524.0
22035,Kuwait,2003,female,5-14 years,0.0,172216.0
22036,Kuwait,2003,female,55-74 years,0.0,44516.0
22037,Kuwait,2003,female,75+ years,0.0,3525.0
22038,Kuwait,2003,male,15-24 years,2.0,209956.0
22039,Kuwait,2003,male,25-34 years,11.0,296337.0
22040,Kuwait,2003,male,35-54 years,17.0,397654.0
22041,Kuwait,2003,male,5-14 years,0.0,190628.0
22042,Kuwait,2003,male,55-74 years,0.0,70627.0
22043,Kuwait,2003,male,75+ years,0.0,4327.0
22044,Kuwait,2004,female,15-24 years,3.0,168373.0
22045,Kuwait,2004,female,25-34 years,7.0,192013.0
22046,Kuwait,2004,female,35-54 years,7.0,212485.0
22047,Kuwait,2004,female,5-14 years,0.0,175678.0
22048,Kuwait,2004,female,55-74 years,0.0,47016.0
22049,Kuwait,2004,female,75+ years,0.0,3453.0
22050,Kuwait,2004,male,15-24 years,5.0,206153.0
22051,Kuwait,2004,male,25-34 years,6.0,318728.0
22052,Kuwait,2004,male,35-54 years,17.0,402163.0
22053,Kuwait,2004,male,5-14 years,0.0,192791.0
22054,Kuwait,2004,male,55-74 years,0.0,73036.0
22055,Kuwait,2004,male,75+ years,0.0,4197.0
22056,Kuwait,2005,female,15-24 years,3.0,168662.0
22057,Kuwait,2005,female,25-34 years,7.0,203126.0
22058,Kuwait,2005,female,35-54 years,1.0,220232.0
22059,Kuwait,2005,female,5-14 years,0.0,181830.0
22060,Kuwait,2005,female,55-74 years,0.0,49714.0
22061,Kuwait,2005,female,75+ years,0.0,3575.0
22062,Kuwait,2005,male,15-24 years,2.0,201000.0
22063,Kuwait,2005,male,25-34 years,21.0,346283.0
22064,Kuwait,2005,male,35-54 years,17.0,413321.0
22065,Kuwait,2005,male,5-14 years,0.0,195927.0
22066,Kuwait,2005,male,55-74 years,1.0,74974.0
22067,Kuwait,2005,male,75+ years,0.0,4324.0
22068,Kuwait,2006,female,15-24 years,2.0,182410.0
22069,Kuwait,2006,female,25-34 years,5.0,215556.0
22070,Kuwait,2006,female,35-54 years,3.0,235105.0
22071,Kuwait,2006,female,5-14 years,0.0,187102.0
22072,Kuwait,2006,female,55-74 years,1.0,50864.0
22073,Kuwait,2006,female,75+ years,0.0,3887.0
22074,Kuwait,2006,male,15-24 years,2.0,215810.0
22075,Kuwait,2006,male,25-34 years,18.0,360383.0
22076,Kuwait,2006,male,35-54 years,14.0,432150.0
22077,Kuwait,2006,male,5-14 years,0.0,199187.0
22078,Kuwait,2006,male,55-74 years,0.0,78524.0
22079,Kuwait,2006,male,75+ years,0.0,4735.0
22080,Kuwait,2007,female,15-24 years,1.0,220418.0
22081,Kuwait,2007,female,25-34 years,7.0,301345.0
22082,Kuwait,2007,female,35-54 years,6.0,325356.0
22083,Kuwait,2007,female,5-14 years,0.0,207774.0
22084,Kuwait,2007,female,55-74 years,0.0,58858.0
22085,Kuwait,2007,female,75+ years,0.0,7399.0
22086,Kuwait,2007,male,15-24 years,5.0,268049.0
22087,Kuwait,2007,male,25-34 years,21.0,640909.0
22088,Kuwait,2007,male,35-54 years,9.0,717868.0
22089,Kuwait,2007,male,5-14 years,0.0,220886.0
22090,Kuwait,2007,male,55-74 years,2.0,99708.0
22091,Kuwait,2007,male,75+ years,0.0,6348.0
22092,Kuwait,2008,female,15-24 years,2.0,247755.0
22093,Kuwait,2008,female,25-34 years,6.0,348503.0
22094,Kuwait,2008,female,35-54 years,5.0,363431.0
22095,Kuwait,2008,female,5-14 years,0.0,215473.0
22096,Kuwait,2008,female,55-74 years,1.0,63516.0
22097,Kuwait,2008,female,75+ years,0.0,8038.0
22098,Kuwait,2008,male,15-24 years,5.0,283568.0
22099,Kuwait,2008,male,25-34 years,13.0,712955.0
22100,Kuwait,2008,male,35-54 years,14.0,780428.0
22101,Kuwait,2008,male,5-14 years,0.0,228709.0
22102,Kuwait,2008,male,55-74 years,1.0,110218.0
22103,Kuwait,2008,male,75+ years,0.0,6800.0
22104,Kuwait,2009,female,15-24 years,3.0,219634.0
22105,Kuwait,2009,female,25-34 years,11.0,309613.0
22106,Kuwait,2009,female,35-54 years,6.0,342583.0
22107,Kuwait,2009,female,5-14 years,0.0,219779.0
22108,Kuwait,2009,female,55-74 years,1.0,68187.0
22109,Kuwait,2009,female,75+ years,0.0,8255.0
22110,Kuwait,2009,male,15-24 years,4.0,262196.0
22111,Kuwait,2009,male,25-34 years,14.0,635172.0
22112,Kuwait,2009,male,35-54 years,22.0,747742.0
22113,Kuwait,2009,male,5-14 years,0.0,231825.0
22114,Kuwait,2009,male,55-74 years,0.0,113405.0
22115,Kuwait,2009,male,75+ years,0.0,7263.0
22116,Kuwait,2010,female,15-24 years,2.0,231645.0
22117,Kuwait,2010,female,25-34 years,8.0,351659.0
22118,Kuwait,2010,female,35-54 years,3.0,387443.0
22119,Kuwait,2010,female,5-14 years,0.0,225440.0
22120,Kuwait,2010,female,55-74 years,0.0,72487.0
22121,Kuwait,2010,female,75+ years,0.0,8964.0
22122,Kuwait,2010,male,15-24 years,1.0,254945.0
22123,Kuwait,2010,male,25-34 years,13.0,619392.0
22124,Kuwait,2010,male,35-54 years,9.0,762814.0
22125,Kuwait,2010,male,5-14 years,0.0,237315.0
22126,Kuwait,2010,male,55-74 years,3.0,121359.0
22127,Kuwait,2010,male,75+ years,0.0,8151.0
22128,Kuwait,2011,female,15-24 years,2.0,232768.0
22129,Kuwait,2011,female,25-34 years,6.0,354327.0
22130,Kuwait,2011,female,35-54 years,4.0,396994.0
22131,Kuwait,2011,female,5-14 years,3.0,230439.0
22132,Kuwait,2011,female,55-74 years,0.0,77462.0
22133,Kuwait,2011,female,75+ years,0.0,9934.0
22134,Kuwait,2011,male,15-24 years,4.0,260399.0
22135,Kuwait,2011,male,25-34 years,9.0,614348.0
22136,Kuwait,2011,male,35-54 years,9.0,777932.0
22137,Kuwait,2011,male,5-14 years,2.0,242095.0
22138,Kuwait,2011,male,55-74 years,2.0,128263.0
22139,Kuwait,2011,male,75+ years,0.0,8737.0
22140,Kuwait,2012,female,15-24 years,4.0,237359.0
22141,Kuwait,2012,female,25-34 years,8.0,377621.0
22142,Kuwait,2012,female,35-54 years,5.0,423084.0
22143,Kuwait,2012,female,5-14 years,0.0,239552.0
22144,Kuwait,2012,female,55-74 years,2.0,83066.0
22145,Kuwait,2012,female,75+ years,0.0,10287.0
22146,Kuwait,2012,male,15-24 years,10.0,267410.0
22147,Kuwait,2012,male,25-34 years,8.0,637302.0
22148,Kuwait,2012,male,35-54 years,17.0,822229.0
22149,Kuwait,2012,male,5-14 years,1.0,250917.0
22150,Kuwait,2012,male,55-74 years,1.0,138505.0
22151,Kuwait,2012,male,75+ years,0.0,9366.0
22152,Kuwait,2013,female,15-24 years,3.0,233349.0
22153,Kuwait,2013,female,25-34 years,5.0,380061.0
22154,Kuwait,2013,female,35-54 years,5.0,431425.0
22155,Kuwait,2013,female,5-14 years,0.0,251412.0
22156,Kuwait,2013,female,55-74 years,0.0,88514.0
22157,Kuwait,2013,female,75+ years,0.0,10926.0
22158,Kuwait,2013,male,15-24 years,2.0,267988.0
22159,Kuwait,2013,male,25-34 years,16.0,643877.0
22160,Kuwait,2013,male,35-54 years,7.0,847524.0
22161,Kuwait,2013,male,5-14 years,0.0,262862.0
22162,Kuwait,2013,male,55-74 years,3.0,146172.0
22163,Kuwait,2013,male,75+ years,0.0,9980.0
22164,Kuwait,2014,female,15-24 years,5.0,228222.0
22165,Kuwait,2014,female,25-34 years,4.0,390934.0
22166,Kuwait,2014,female,35-54 years,8.0,454428.0
22167,Kuwait,2014,female,5-14 years,0.0,264790.0
22168,Kuwait,2014,female,55-74 years,1.0,94314.0
22169,Kuwait,2014,female,75+ years,0.0,11335.0
22170,Kuwait,2014,male,15-24 years,7.0,270301.0
22171,Kuwait,2014,male,25-34 years,22.0,663735.0
22172,Kuwait,2014,male,35-54 years,18.0,892860.0
22173,Kuwait,2014,male,5-14 years,0.0,276927.0
22174,Kuwait,2014,male,55-74 years,3.0,156953.0
22175,Kuwait,2014,male,75+ years,0.0,10485.0
22392,Kyrgyzstan,2000,female,15-24 years,24.0,475445.0
22393,Kyrgyzstan,2000,female,25-34 years,13.0,372683.0
22394,Kyrgyzstan,2000,female,35-54 years,34.0,512008.0
22395,Kyrgyzstan,2000,female,5-14 years,2.0,583630.0
22396,Kyrgyzstan,2000,female,55-74 years,13.0,219715.0
22397,Kyrgyzstan,2000,female,75+ years,10.0,56276.0
22398,Kyrgyzstan,2000,male,15-24 years,78.0,483268.0
22399,Kyrgyzstan,2000,male,25-34 years,91.0,377804.0
